publish_date,source,url,title,summary,summary_sentiment_score
2023-05-02 21:18:00,MarketWatch,https://www.marketwatch.com/story/amd-stock-is-sliding-after-earnings-and-these-numbers-show-why-43246062?gaa_at=eafs&gaa_n=AWEtsqd4llyAtjGuulU-T_urlvYIQaT0t78a21uw60yTftniacX35Iuo6p8A&gaa_ts=69076852&gaa_sig=6NmkeKJCh4HfkV5ZBS-E6tITDvfsGtRqdIPaCoQXDp_Fnam-oViEWXvlJCuW_uPVz_gaVsLoh5V_o7keZV0NFQ%3D%3D,"AMD stock is sliding after earnings, and these numbers show why","Advanced Micro Devices (AMD) stock slid significantly after the company reported a first-quarter net loss of $139 million and a revenue decline to $5.3 billion. This downturn was largely attributed to substantial drops in PC sales and gaming, exacerbated by a big decline in profit for its key data-center group and an unoptimistic forecast. The chip maker's overall margin was severely impacted, leading to a nearly 7% drop in its shares in after-hours trading.",0.128
2023-02-09 10:19:00,Reuters,https://www.reuters.com/technology/amd-wins-nearly-third-processor-market-arms-climb-slows-analyst-report-2023-02-09/,"AMD wins nearly a third of processor market, Arm's climb slows: analyst report","AMD has significantly increased its market share in central processor units, capturing nearly a third of the x86 processor market from Intel, according to a recent analyst report from Mercury Research. This growth occurred during the worst PC chip market downturn since the 1980s. Meanwhile, Arm's rise in the PC market, primarily driven by Apple's Mac computers, slowed in the fourth quarter of 2022.",0.2023
2023-01-27 18:00:00,MarketWatch,https://www.marketwatch.com/story/amd-earnings-face-even-more-scrutiny-after-astonishingly-bad-intel-outlook-11674860408?gaa_at=eafs&gaa_n=AWEtsqdUvWgRmsAXME9IBd9djLzv-7OegjYH95baqsUKHwuePOEmt7VSs7nR&gaa_ts=69076847&gaa_sig=EpT_vEFAjzrJdEXQmJ3bBYOvFBLoVS0B52IiyX1XSOrG2BsZ9U7yiLAKcGyWPQKkFe2wzOpYNsgs5h7F-R6N2A%3D%3D,AMD earnings face even more scrutiny after ‘astonishingly bad’ Intel outlook,"AMD's upcoming earnings report is under increased scrutiny following Intel's ""astonishingly bad"" outlook, particularly regarding inventory and data-center issues. CEO Lisa Su had previously expressed confidence that AMD would end 2022 in a stronger position, and the market will now evaluate that claim in light of rival Intel's struggles. AMD is scheduled to report its results after market close on Tuesday.",0.25
2021-07-27 16:29:00,MarketWatch,https://www.marketwatch.com/story/amd-stock-rises-as-data-center-gaming-segment-sales-nearly-triple-11627417746?gaa_at=eafs&gaa_n=AWEtsqfnzSdJPGg18xZNmZezZ98zwCyjK1ABXls6GL1lHIJeEMNDWGkfnSCX&gaa_ts=6907b5d3&gaa_sig=_QVlCEAPZQCfuopJtb8Wzy9IDucUtt8bL8JszNJqlMAMRlgEP-zJb9lxn9wB7cO-KxJHosb3Xf1Gsfj-3YnekQ%3D%3D,"Hey Intel, AMD’s CEO is also ready to ‘fight for every socket,’ while producing strong growth","AMD CEO Lisa Su responded to Intel's promise to ""fight for every socket"" by stating AMD is also ready for the competition. This comes as AMD demonstrates strong growth, particularly with data-center sales exceeding 20% of its revenue, leading to an increase in its annual guidance. Su's comments highlight the escalating rivalry in the chip market, particularly in the crucial data-center segment.",0.8957
2020-12-29 12:56:00,CNBC,https://www.cnbc.com/2020/12/29/third-point-urges-intel-to-explore-strategic-alternatives-.html,Intel shares rise after Third Point urges chipmaker to explore strategic alternatives as market share deteriorates,"Hedge fund Third Point, which recently acquired a significant stake in Intel, is urging the chipmaker's board to explore strategic alternatives due to deteriorating market share against rivals like TSMC, Samsung, and AMD. Third Point highlighted concerns about Intel's loss of manufacturing leadership and its impact on U.S. national security. Intel has stated it welcomes input from investors to enhance shareholder value.",0.8658
2020-10-08 21:42:07,The Wall Street Journal,https://www.wsj.com/business/deals/amd-is-in-advanced-talks-to-buy-xilinx-11602205553?gaa_at=eafs&gaa_n=AWEtsqfEY16uxiYYIQBxlRIsBpVXgxRP72qDzRHzQkS8Hr8LxNgX7g2sF3q5&gaa_ts=6907d360&gaa_sig=iZ4JV4I-WhTGSef5mT_04UqLmn1HyGG5KPPR9roawoFifVhNYAGISTazsqrMdYcVVQnEG31Wm_P7QdoP6xw0eg%3D%3D,WSJ News Exclusive | AMD Is in Advanced Talks to Buy Xilinx,"Advanced Micro Devices Inc. (AMD) is reportedly in advanced talks to acquire rival chip maker Xilinx Inc. The potential deal could be valued at over $30 billion, marking a significant consolidation in the semiconductor industry. This acquisition would enhance AMD's competitive position against Intel and expand its presence in telecommunications and defense markets.",0.8807
2025-07-24 16:09:00,CNBC,https://www.cnbc.com/2025/07/24/intel-intc-earnings-report-q2-2025.html,"Intel beats on revenue, slashes foundry investments as CEO says 'no more blank checks'","Intel reported Q2 2025 earnings that beat Wall Street revenue expectations but announced significant cuts in chip factory construction and investments. CEO Lip-Bu Tan stated there would be ""no more blank checks,"" emphasizing that every investment must make economic sense, particularly after the company invested too much in its foundry division without adequate demand. Intel's shares are up 13% year-to-date after a 60% plummet in 2024, and the company completed planned layoffs, reducing its workforce by 15%.",-0.2603
2025-02-12 15:08:00,MarketWatch,https://www.marketwatch.com/story/intels-stock-is-on-a-run-not-seen-in-more-than-two-decades-46eeb064?gaa_at=eafs&gaa_n=AWEtsqejLAFNAogJQQGumVdsxAWrkjdCqG9Z9SYkSnBWXn_5H1hXgm1rcc_1&gaa_ts=699939f1&gaa_sig=aHnNhROf0nIixAqd6QBrqBxQej66zamjM81CDe5lLarhrVI7JhZSUcaRD04YoYxsUR8s83njZ7UNKak2SOJBHw%3D%3D,Intel’s stock-market run is unlike anything it’s seen in more than two decades,"Intel's stock has experienced its most significant three-day percentage gain since April 2001, rising 17.7% in three days, including a 7.2% jump on Wednesday. This rally is attributed to a favorable political environment and positive analyst commentary regarding its CPU business.",0.9041
2024-11-25 01:30:00,Reuters,https://www.reuters.com/technology/us-plans-reduce-intels-85-billion-federal-chips-grant-below-8-billion-new-york-2024-11-25/,US plans to reduce Intel's $8.5 billion federal chips grant below $8 billion - New York Times,"The U.S. government plans to reduce Intel Corp's preliminary $8.5 billion federal chips grant to less than $8 billion, as reported by the New York Times. This adjustment factors in a $3 billion contract offered to Intel for manufacturing chips for the Pentagon. The initial grant was part of a larger government effort to boost domestic semiconductor production through the 2022 CHIPS and Science Act.",0.7717
2024-10-07 08:57:02,The Wall Street Journal,https://www.wsj.com/tech/cerence-ceo-stefan-ortmanns-to-depart-ex-intel-chief-krzanich-named-as-replacement-b3076863?gaa_at=eafs&gaa_n=AWEtsqduAKTcsRXtfc4l6BjRIfE1hMLUAqkIenZQIShrk-FIh3bhKIgDAKo3&gaa_ts=699976e1&gaa_sig=VC-qc-RFuEoF2DGyxDAPGB2d_qSxP5fll7H10Jwrj2HvWLcSlVcSkfdjb5YalBUpVjCHt1FxA4Q_BuBRspOoIw%3D%3D,Cerence CEO Stefan Ortmanns to Depart; Ex-Intel Chief Krzanich Named as Replacement,"Cerence CEO Stefan Ortmanns is stepping down and will be replaced by Brian Krzanich, former chief of Intel and CDK Global. This change comes as the company undergoes a restructuring aimed at cost reduction. Ortmanns is recognized for his role in transitioning Cerence into a public company after its split from Nuance Communications in 2019.",0.0
